,אורחת,כמות ביטויי אלימות מילולית. 0-24 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 130- 154 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 154-178 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 24-48 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 3 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 48-72 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 72-96 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 96-130 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 0-24 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 130-154 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 24-48 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 3 שעות לפני המשחק.,כמות ביטויי דרמטיזציה. 48-72 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 72-96 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 96-130 שעות לפני המשחק,כמות ביטויי התארגנות. 0-24 שעות לפני המשחק,כמות ביטויי התארגנות. 130-154 שעות לפני המשחק,כמות ביטויי התארגנות. 154-178 שעות לפני המשחק,כמות ביטויי התארגנות. 24-48 שעות לפני המשחק,כמות ביטויי התארגנות. 3 שעות לפני המשחק,כמות ביטויי התארגנות. 48-72 שעות לפני המשחק,כמות ביטויי התארגנות. 72-96 שעות לפני המשחק.,כמות ביטויי התארגנות. 96-130 שעות לפני המשחק,כמות ביטויי קללות. 0-24 שעות לפני המשחק,כמות ביטויי קללות. 130-154 שעות לפני המשחק,כמות ביטויי קללות. 154-178 שעות לפני המשחק,כמות ביטויי קללות. 24-48 שעות לפני המשחק,כמות ביטויי קללות. 3 שעות לפני המשחק,כמות ביטויי קללות. 48-72 שעות לפני המשחק,כמות ביטויי קללות. 72-96 שעות לפני המשחק,כמות ביטויי קללות. 96-130. שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 0-24 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 130-154 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 154-178 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 24-48 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 3 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 48-72 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 72-96 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 96-130 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 0-24 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 130-154 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 154-178 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 24-48 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 3 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 48-72 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 72-96 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 96-130 שעות לפני המשחק,כמות דרמטיזציה. 154-178 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 0-24 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 130-154 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 154-178 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 24-48 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 3 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 48-72 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 72-96 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 96-130 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 0-24 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 130-154 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 154-178 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 24-48 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 3 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 48-72 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 72-96 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 96-130 שעות לפני המשחק,כמות לייקים לביטויי קללות. 0-24 שעות לפני המשחק,כמות לייקים לביטויי קללות. 130-154 שעות לפני המשחק,כמות לייקים לביטויי קללות. 154-178 שעות לפני המשחק,כמות לייקים לביטויי קללות. 24-48 שעות לפני המשחק,כמות לייקים לביטויי קללות. 3 שעות לפני המשחק,כמות לייקים לביטויי קללות. 48-72 שעות לפני המשחק,כמות לייקים לביטויי קללות. 72-96 שעות לפני המשחק,כמות לייקים לביטויי קללות. 96-130 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 0-24 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 130-154 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 154-178 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 24-48 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 3 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 48-72 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 72-96 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 96-130 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 0-24 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 130-154 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 154-178 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 24-48 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 3 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 48-72 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 72-96 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 96-130 שעות לפני המשחק,מארחת,מועד המשחק,שעה,sum,mean,std,max,kmeans3,kmeans5
0,הפועל_חיפה,7,1,1,0,1.0,5,1,0,40,0,6,2,18,2,0,9,0,0,2,0,11,1,1,9,0,1,5.0,0,5,1,0,56,1,2,7,6,10,4,0,0,0,0,0,0,1,0,0,2,8,0,0,3,2,4,3,0,2,0,0,3,0,5,1,0,1,0,0,2,0,3,0,0,25.0,0.0,0.0,1.0,6.0,8.0,10.0,0.0,0,0,0,0,0.0,0,0,0,ביתר_ירושלים,2017-09-16,20:30:00,2,0.2222222222222222,0.44095855184409843,1,1,2
1,הפועל_חיפה,37,9,0,39,7.0,5,55,15,34,48,14,7,54,69,40,22,13,0,14,5,34,20,21,54,23,0,38.0,8,49,107,21,44,50,0,39,13,7,70,28,28,3,0,2,6,7,37,4,0,116,121,0,16,7,266,678,224,20,61,0,4,5,125,393,165,130,35,0,134,8,73,770,153,176.0,192.0,0.0,131.0,13.0,11.0,661.0,45.0,51,5,0,88,6.0,6,175,24,ביתר_ירושלים,2017-09-16,20:30:00,2,0.2222222222222222,0.44095855184409843,1,1,2
2,הפועל_חיפה,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,מכבי_נתניה,2017-11-04,18:15:00,2,0.2222222222222222,0.44095855184409843,1,0,0
3,הפועל_חיפה,6,3,4,2,3.0,5,1,2,13,7,14,5,3,2,9,10,3,4,19,7,2,1,8,5,5,4,10.0,6,6,5,10,15,8,7,17,11,11,3,7,0,0,1,0,1,0,0,0,6,3,5,10,5,5,0,1,4,1,0,3,0,7,0,0,0,4,2,8,2,6,0,1,3,3.0,4.0,10.0,7.0,11.0,9.0,0.0,2.0,0,0,2,0,1.0,0,0,0,מכבי_נתניה,2017-11-04,18:15:00,2,0.2222222222222222,0.44095855184409843,1,0,0
4,מכבי_חיפה,1,1,0,1,3.0,4,0,0,5,3,4,6,8,0,0,2,1,0,2,1,8,0,0,4,1,0,3.0,5,6,0,2,8,3,0,6,16,9,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,6,10,0,0,0,1,0,0,1,7,0,0,2,1,0,0,5,6,0,0,5.0,0.0,0.0,3.0,16.0,7.0,0.0,0.0,0,0,0,0,1.0,0,0,0,הפועל_חיפה,2017-12-04,21:00:00,3,0.3333333333333333,0.5,1,1,2
5,מכבי_חיפה,1,1,0,1,3.0,4,0,0,5,3,4,6,8,0,0,2,1,0,2,1,8,0,0,4,1,0,3.0,5,6,0,2,8,3,0,6,16,9,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,6,10,0,0,0,1,0,0,1,7,0,0,2,1,0,0,5,6,0,0,5.0,0.0,0.0,3.0,16.0,7.0,0.0,0.0,0,0,0,0,1.0,0,0,0,הפועל_חיפה,2017-12-04,21:00:00,3,0.3333333333333333,0.5,1,0,0
6,ביתר_ירושלים,3,1,1,2,2.0,0,9,4,9,0,7,6,3,29,6,1,2,1,3,1,0,5,4,2,0,1,2.0,5,0,16,2,9,11,0,3,1,4,42,14,0,0,1,0,1,0,2,0,2,6,0,0,2,6,0,11,1,1,0,0,3,1,0,1,1,2,0,0,2,5,0,3,0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0,0,0,0,1.0,0,0,0,הפועל_חיפה,2018-01-08,20:30:00,3,0.3333333333333333,0.7071067811865476,2,0,0
7,ביתר_ירושלים,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,הפועל_חיפה,2018-01-08,20:30:00,3,0.3333333333333333,0.7071067811865476,2,0,0
8,ביתר_ירושלים,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,הפועל_חיפה,2018-01-08,20:30:00,3,0.3333333333333333,0.7071067811865476,2,0,0
9,הפועל_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-02-10,16:00:00,1,0.1111111111111111,0.3333333333333333,1,1,2
10,הפועל_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-02-10,16:00:00,1,0.1111111111111111,0.3333333333333333,1,2,4
11,הפועל_חיפה,7,3,1,1,9.0,1,7,4,7,2,1,14,2,12,2,1,6,2,0,4,3,16,3,3,2,2,0.0,3,3,5,2,16,5,6,2,34,3,15,2,0,1,0,0,3,0,1,2,2,2,2,13,0,14,1,18,0,0,3,11,0,4,0,11,0,1,2,11,0,3,1,6,0,10.0,3.0,13.0,0.0,34.0,1.0,12.0,0.0,0,0,0,0,3.0,0,6,0,מכבי_תל_אביב,2018-03-18,21:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
12,הפועל_חיפה,42,8,16,8,57.0,1,2,1,62,28,9,85,12,8,4,20,13,21,0,14,5,3,0,52,20,33,7.0,83,9,3,4,47,30,42,25,50,35,5,3,21,5,5,1,45,0,0,0,39,232,95,42,61,85,37,4,2,89,48,18,0,14,1,1,0,222,51,26,36,83,38,3,0,200.0,33.0,19.0,92.0,50.0,32.0,1.0,1.0,61,5,4,1,45.0,0,0,0,מכבי_תל_אביב,2018-03-18,21:00:00,1,0.1111111111111111,0.3333333333333333,1,1,2
13,הפועל_חיפה,1,1,2,17,1.0,31,3,2,1,12,23,1,28,14,5,0,14,10,0,0,6,15,4,3,9,2,17.0,1,24,1,1,4,14,3,18,2,119,14,12,3,0,0,1,1,3,1,0,3,0,7,1,14,1,61,2,1,0,2,3,0,0,8,3,0,2,6,1,14,1,43,0,1,2.0,9.0,1.0,11.0,2.0,164.0,2.0,1.0,1,0,0,3,1.0,4,1,0,מכבי_נתניה,2018-05-12,18:00:00,3,0.3333333333333333,0.5,1,0,0
14,הפועל_חיפה,4,2,0,3,0.0,0,2,6,5,5,2,0,3,3,13,5,7,1,0,0,0,0,9,3,4,2,4.0,0,3,5,15,8,5,0,2,0,4,7,16,2,1,0,2,0,2,1,3,3,11,2,2,5,0,2,1,5,6,2,2,0,0,0,0,3,7,2,0,7,0,2,1,8,10.0,2.0,0.0,5.0,0.0,3.0,2.0,9.0,2,0,0,5,0.0,1,0,1,מכבי_נתניה,2018-05-12,18:00:00,3,0.3333333333333333,0.5,1,0,0
15,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מס_אשדוד,2017-11-26,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
16,רעננה,0,0,0,0,1.0,1,1,0,0,10,0,5,1,0,1,1,0,0,0,0,3,2,0,0,0,0,1.0,2,1,2,0,4,0,0,4,2,3,4,0,0,0,0,0,2,0,0,0,2,4,0,0,0,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,2.0,0,0,0,מס_אשדוד,2017-11-26,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
17,מכבי_פתח_תקווה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2017-12-03,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
18,מכבי_פתח_תקווה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2017-12-03,19:00:00,1,0.1111111111111111,0.3333333333333333,1,1,1
19,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,ביתר_ירושלים,2017-12-09,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
20,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,ביתר_ירושלים,2017-12-09,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
21,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,קרית_שמונה,2017-12-17,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
22,בני_סכנין,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2017-12-24,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
23,בני_סכנין,1,0,1,1,0.0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,רעננה,2017-12-24,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
24,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_נתניה,2017-12-30,18:15:00,0,0.0,0.0,0,0,0
25,רעננה,0,0,2,0,4.0,1,1,0,5,1,1,2,1,0,0,5,1,6,1,4,3,1,2,5,0,6,0.0,5,0,1,3,7,2,5,2,2,11,1,7,1,1,0,1,3,0,0,0,9,0,0,6,0,2,2,0,0,0,0,4,0,4,3,0,2,1,0,2,0,5,0,0,0,2.0,2.0,0.0,0.0,2.0,13.0,0.0,2.0,0,2,0,0,3.0,0,0,0,מכבי_נתניה,2017-12-30,18:15:00,0,0.0,0.0,0,0,0
26,מכבי_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-01-10,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
27,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,הפועל_אשקלון,2018-01-14,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
28,רעננה,3,0,0,1,8.0,2,1,0,51,0,21,44,22,25,0,4,0,0,1,5,2,3,0,14,0,0,7.0,15,7,8,0,13,0,0,10,16,10,10,0,1,0,0,0,7,2,2,0,0,18,0,0,4,44,10,7,0,0,0,0,0,5,2,2,0,1,0,0,2,15,6,4,0,4.0,0.0,0.0,2.0,16.0,7.0,4.0,0.0,2,0,0,0,7.0,0,0,0,הפועל_אשקלון,2018-01-14,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
29,בני_יהודה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-01-20,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
30,בני_יהודה,3,3,1,1,0.0,5,0,0,15,12,14,2,15,2,2,3,2,0,1,1,0,0,0,7,1,0,2.0,3,10,1,0,18,11,1,7,1,28,3,2,5,0,0,11,1,4,0,0,1,20,9,1,5,2,15,0,0,1,3,0,0,1,0,0,0,13,0,0,0,3,80,0,0,24.0,6.0,1.0,0.0,1.0,83.0,0.0,0.0,8,0,0,27,1.0,7,0,0,רעננה,2018-01-20,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
31,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,באר_שבע,2018-01-27,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
32,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,באר_שבע,2018-01-27,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
33,עכו,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-02-03,18:15:00,1,0.1111111111111111,0.3333333333333333,1,0,0
34,עכו,0,0,0,1,0.0,1,0,2,1,0,1,0,5,0,6,0,0,0,0,0,1,1,2,0,0,0,0.0,0,0,0,4,1,0,0,1,0,2,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,2,רעננה,2018-02-03,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
35,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
36,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
37,רעננה,0,6,76,4,75.0,2,2,30,145,61,2,53,8,7,3,61,22,9,1,23,5,3,1,138,40,14,4.0,14,2,3,7,173,53,31,3,34,4,6,8,46,17,2,0,23,1,2,2,17,136,183,17,0,53,6,2,0,25,114,2,0,23,3,0,0,241,110,12,0,14,0,2,10,153.0,118.0,13.0,1.0,34.0,2.0,3.0,4.0,43,53,1,0,23.0,3,4,1,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
38,רעננה,0,6,76,4,75.0,2,2,30,145,61,2,53,8,7,3,61,22,9,1,23,5,3,1,138,40,14,4.0,14,2,3,7,173,53,31,3,34,4,6,8,46,17,2,0,23,1,2,2,17,136,183,17,0,53,6,2,0,25,114,2,0,23,3,0,0,241,110,12,0,14,0,2,10,153.0,118.0,13.0,1.0,34.0,2.0,3.0,4.0,43,53,1,0,23.0,3,4,1,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
39,מס_אשדוד,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-02-24,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
40,מס_אשדוד,0,0,4,0,2.0,0,0,0,1,2,3,6,1,0,1,0,2,2,0,1,1,0,0,1,1,3,1.0,7,1,1,1,0,2,8,0,2,1,1,3,0,0,1,0,2,0,0,0,5,0,0,3,2,6,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,7,0,0,1,0.0,1.0,8.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,2.0,0,0,0,רעננה,2018-02-24,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
41,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2018-03-18,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
42,מכבי_חיפה,6,1,0,1,2.0,0,0,0,6,3,1,7,0,1,1,2,2,0,1,2,0,1,0,1,1,0,1.0,2,0,0,0,13,2,0,1,13,0,4,1,0,0,0,0,0,0,0,0,0,30,6,0,3,7,0,1,0,0,6,0,3,2,0,0,0,0,0,0,3,2,0,0,0,34.0,7.0,0.0,3.0,13.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2017-10-14,18:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
