,אורחת,כמות ביטויי אלימות מילולית. 0-24 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 130- 154 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 154-178 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 24-48 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 3 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 48-72 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 72-96 שעות לפני המשחק,כמות ביטויי אלימות מילולית. 96-130 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 0-24 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 130-154 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 24-48 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 3 שעות לפני המשחק.,כמות ביטויי דרמטיזציה. 48-72 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 72-96 שעות לפני המשחק,כמות ביטויי דרמטיזציה. 96-130 שעות לפני המשחק,כמות ביטויי התארגנות. 0-24 שעות לפני המשחק,כמות ביטויי התארגנות. 130-154 שעות לפני המשחק,כמות ביטויי התארגנות. 154-178 שעות לפני המשחק,כמות ביטויי התארגנות. 24-48 שעות לפני המשחק,כמות ביטויי התארגנות. 3 שעות לפני המשחק,כמות ביטויי התארגנות. 48-72 שעות לפני המשחק,כמות ביטויי התארגנות. 72-96 שעות לפני המשחק.,כמות ביטויי התארגנות. 96-130 שעות לפני המשחק,כמות ביטויי קללות. 0-24 שעות לפני המשחק,כמות ביטויי קללות. 130-154 שעות לפני המשחק,כמות ביטויי קללות. 154-178 שעות לפני המשחק,כמות ביטויי קללות. 24-48 שעות לפני המשחק,כמות ביטויי קללות. 3 שעות לפני המשחק,כמות ביטויי קללות. 48-72 שעות לפני המשחק,כמות ביטויי קללות. 72-96 שעות לפני המשחק,כמות ביטויי קללות. 96-130. שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 0-24 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 130-154 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 154-178 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 24-48 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 3 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 48-72 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 72-96 שעות לפני המשחק,כמות ביטויי רגשות חיוביים. 96-130 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 0-24 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 130-154 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 154-178 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 24-48 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 3 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 48-72 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 72-96 שעות לפני המשחק,כמות ביטויי רגשות שליליים. 96-130 שעות לפני המשחק,כמות דרמטיזציה. 154-178 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 0-24 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 130-154 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 154-178 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 24-48 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 3 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 48-72 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 72-96 שעות לפני המשחק,כמות לייקים לביטויי דרמטיזציה. 96-130 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 0-24 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 130-154 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 154-178 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 24-48 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 3 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 48-72 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 72-96 שעות לפני המשחק,כמות לייקים לביטויי התארגנות. 96-130 שעות לפני המשחק,כמות לייקים לביטויי קללות. 0-24 שעות לפני המשחק,כמות לייקים לביטויי קללות. 130-154 שעות לפני המשחק,כמות לייקים לביטויי קללות. 154-178 שעות לפני המשחק,כמות לייקים לביטויי קללות. 24-48 שעות לפני המשחק,כמות לייקים לביטויי קללות. 3 שעות לפני המשחק,כמות לייקים לביטויי קללות. 48-72 שעות לפני המשחק,כמות לייקים לביטויי קללות. 72-96 שעות לפני המשחק,כמות לייקים לביטויי קללות. 96-130 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 0-24 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 130-154 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 154-178 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 24-48 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 3 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 48-72 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 72-96 שעות לפני המשחק,כמות לייקים לרגשות חיוביים. 96-130 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 0-24 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 130-154 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 154-178 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 24-48 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 3 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 48-72 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 72-96 שעות לפני המשחק,כמות לייקים לרגשות שליליים. 96-130 שעות לפני המשחק,מארחת,מועד המשחק,שעה,sum,mean,std,max,kmeans3,kmeans5
104,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2018-03-03,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
105,מס_אשדוד,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2018-05-06,20:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
106,מס_אשדוד,0,2,0,0,0.0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,7,0.0,0,1,0,0,6,2,9,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,מכבי_פתח_תקווה,2018-05-06,20:00:00,1,0.1111111111111111,0.3333333333333333,1,1,2
107,בני_סכנין,1,0,0,2,0.0,0,0,0,4,0,5,1,0,3,2,1,0,0,4,1,0,1,0,2,0,0,2.0,0,0,0,0,2,0,0,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,0,6,1,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2017-09-09,18:00:00,2,0.2222222222222222,0.44095855184409843,1,1,2
108,בני_סכנין,14,2,4,0,0.0,5,8,12,35,11,4,4,17,17,40,29,5,6,2,1,6,8,10,20,6,8,1.0,2,13,10,23,48,11,22,2,5,16,18,46,5,1,5,0,1,1,2,6,13,119,110,25,0,4,19,16,195,115,0,13,0,1,10,5,48,39,45,1,0,2,14,11,62,147.0,98.0,29.0,0.0,5.0,18.0,11.0,255.0,18,0,1,0,1.0,0,0,7,מכבי_תל_אביב,2017-09-09,18:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
109,בני_סכנין,1,1,1,0,0.0,1,6,0,2,1,1,0,1,11,1,0,0,1,0,1,0,1,0,1,2,4,0.0,0,1,7,0,1,1,4,1,1,1,3,2,1,1,3,0,0,1,5,0,5,0,0,0,2,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0,0,0,0,0.0,0,8,0,מס_אשדוד,2018-01-08,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
110,בני_סכנין,1,0,0,0,0.0,1,2,0,6,1,1,0,1,9,5,1,0,0,0,0,1,1,1,5,0,0,0.0,0,0,5,0,4,0,0,0,0,2,18,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0,0,0,0,0.0,0,0,0,מס_אשדוד,2018-01-08,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
111,בני_סכנין,0,0,0,0,0.0,0,0,0,2,0,2,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1.0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_נתניה,2018-02-11,19:00:00,3,0.3333333333333333,0.5,1,0,0
112,בני_סכנין,2,1,0,4,3.0,0,5,0,9,1,6,4,1,4,0,8,0,3,1,3,0,4,0,6,0,3,2.0,3,0,8,0,9,1,9,11,5,4,5,1,1,0,0,0,1,0,10,0,4,3,0,1,15,4,0,4,0,3,0,0,0,3,0,3,0,3,0,1,4,3,0,6,0,3.0,0.0,2.0,14.0,5.0,0.0,4.0,0.0,1,0,0,0,1.0,0,8,0,מכבי_נתניה,2018-02-11,19:00:00,3,0.3333333333333333,0.5,1,0,0
113,הפועל_אשקלון,3,0,11,0,4.0,0,2,11,13,2,7,7,0,8,38,2,1,18,1,3,0,0,11,11,2,24,6.0,5,1,6,17,8,2,38,5,2,0,9,46,0,0,6,1,1,0,0,20,39,6,1,40,0,7,0,4,28,1,1,21,0,3,0,0,9,4,1,32,0,5,0,3,12,6.0,1.0,37.0,1.0,2.0,0.0,6.0,27.0,0,0,3,0,1.0,0,0,24,מכבי_תל_אביב,2018-01-21,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
114,הפועל_אשקלון,33,20,48,6,7.0,3,9,12,98,51,4,16,5,14,28,45,22,38,5,9,0,5,6,64,40,50,7.0,10,2,17,47,121,76,86,21,17,6,15,51,8,11,10,1,2,2,3,5,97,124,181,157,6,16,6,4,77,76,118,46,1,9,0,2,11,102,157,98,8,10,6,2,95,141.0,165.0,52.0,16.0,17.0,4.0,10.0,38.0,4,30,7,5,2.0,4,0,10,מכבי_תל_אביב,2018-01-21,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
115,קרית_שמונה,2,1,0,2,3.0,0,0,0,8,5,12,2,1,3,0,3,5,4,2,1,0,0,0,11,2,1,8.0,3,1,7,0,6,9,12,6,1,1,8,0,3,0,0,0,2,0,2,0,2,7,3,1,7,2,0,0,0,1,3,4,3,1,0,0,0,7,1,1,5,3,0,0,0,7.0,6.0,7.0,2.0,1.0,0.0,7.0,0.0,3,0,0,0,2.0,0,1,0,מס_אשדוד,2017-09-09,19:15:00,3,0.3333333333333333,0.5,1,1,2
116,קרית_שמונה,2,0,0,0,0.0,0,0,0,8,9,6,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,10,10,0,5,1,0,0,2,0,1,0,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0,0,מס_אשדוד,2017-09-09,19:15:00,3,0.3333333333333333,0.5,1,0,0
117,באר_שבע,3,0,0,0,0.0,0,0,1,6,7,1,4,0,0,0,4,0,1,0,1,0,2,3,4,1,1,1.0,0,0,0,2,6,0,3,0,1,1,1,18,0,0,0,0,0,0,0,0,5,7,0,6,0,1,0,0,15,6,0,5,0,1,0,1,3,2,1,1,0,0,0,0,1,6.0,0.0,6.0,0.0,1.0,0.0,0.0,15.0,0,0,0,0,0.0,0,0,0,מס_אשדוד,2017-10-29,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
118,באר_שבע,0,7,44,5,0.0,6,4,1,6,30,11,0,12,22,12,6,6,20,6,0,2,13,3,5,12,29,7.0,0,8,12,8,9,40,179,19,0,19,23,16,1,0,3,2,0,0,1,4,93,0,11,44,5,0,2,24,2,0,4,8,4,0,1,15,8,0,6,17,2,0,1,19,8,0.0,14.0,87.0,17.0,0.0,3.0,31.0,5.0,0,0,5,0,0.0,0,1,4,מס_אשדוד,2017-10-29,21:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
119,מס_אשדוד,0,3,0,0,0.0,0,0,0,0,10,0,5,1,0,1,0,1,1,0,2,1,0,1,1,4,0,0.0,5,1,2,1,0,9,1,0,5,0,1,0,0,5,0,0,0,0,0,0,2,0,8,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,5,2,0,0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0,4,0,0,0.0,0,0,0,מכבי_תל_אביב,2017-12-02,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
120,מס_אשדוד,9,0,0,0,65.0,0,0,0,10,0,0,61,0,0,0,3,0,0,0,19,0,0,0,9,0,0,0.0,0,0,0,0,6,0,0,0,35,0,0,0,6,0,0,0,49,0,0,0,0,122,0,0,0,61,0,0,0,122,0,0,0,19,0,0,0,121,0,0,0,70,0,0,0,126.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,120,0,0,0,49.0,0,0,0,מכבי_תל_אביב,2017-12-02,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
121,מס_אשדוד,0,1,0,1,3.0,0,0,2,4,5,2,7,0,7,13,1,1,0,0,2,0,1,1,1,4,0,0.0,8,0,1,5,3,3,0,2,5,0,7,16,1,1,0,1,2,0,0,2,1,3,1,1,0,7,0,1,7,2,0,0,0,2,0,0,0,2,0,0,0,8,0,1,2,3.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,2,0,0,0,2.0,0,0,0,מכבי_נתניה,2018-01-13,18:15:00,1,0.1111111111111111,0.3333333333333333,1,0,0
122,מס_אשדוד,3,6,4,0,1.0,9,14,4,5,7,2,4,13,10,12,5,13,1,0,4,3,5,10,6,8,3,2.0,6,6,14,6,11,28,5,4,5,25,10,18,2,2,1,0,1,0,8,2,6,0,17,3,1,4,15,21,2,1,6,0,0,4,1,6,4,9,18,2,0,6,6,18,1,2.0,13.0,3.0,2.0,5.0,34.0,15.0,7.0,0,4,1,0,1.0,0,8,0,מכבי_נתניה,2018-01-13,18:15:00,1,0.1111111111111111,0.3333333333333333,1,0,0
123,מכבי_חיפה,0,0,3,0,1.0,0,0,0,7,0,0,1,1,2,3,1,0,2,0,1,0,0,2,2,0,8,0.0,2,0,1,1,4,0,5,0,0,1,0,2,0,0,2,0,2,0,0,0,7,2,0,2,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,3,0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,2.0,0,0,0,מס_אשדוד,2018-01-20,18:15:00,1,0.1111111111111111,0.3333333333333333,1,0,0
124,עכו,1,2,0,2,4.0,1,1,0,3,5,11,5,2,4,0,1,3,0,1,2,0,1,0,0,1,0,4.0,3,0,2,1,2,2,1,5,7,1,0,0,0,1,0,0,1,1,1,0,3,0,0,1,2,5,0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,2,1,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0,0,מס_אשדוד,2018-02-17,18:00:00,3,0.3333333333333333,0.5,1,1,2
125,עכו,0,0,0,0,0.0,0,0,0,1,1,1,0,1,5,0,1,0,0,0,0,1,2,0,2,0,0,1.0,0,0,2,0,1,1,0,2,0,1,4,0,2,2,2,2,3,3,9,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1,0,0,2,3.0,1,4,0,מס_אשדוד,2018-02-17,18:00:00,3,0.3333333333333333,0.5,1,0,0
126,מכבי_תל_אביב,0,1,4,0,1.0,0,0,0,6,9,2,3,0,3,2,0,1,1,1,0,0,1,0,3,2,5,3.0,1,0,2,0,4,6,1,1,5,0,0,2,0,0,4,0,0,0,1,0,5,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,מס_אשדוד,2018-03-03,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
127,מכבי_תל_אביב,56,2,11,8,22.0,2,2,1,100,1,9,56,8,5,2,14,1,12,0,14,3,2,1,83,2,15,4.0,50,5,5,2,46,1,26,33,23,6,1,2,36,0,1,1,18,1,0,1,23,364,0,52,2,56,1,0,4,16,0,16,0,14,0,0,0,266,1,36,5,50,4,0,4,123.0,0.0,41.0,10.0,23.0,1.0,0.0,4.0,127,0,4,0,18.0,0,0,4,מס_אשדוד,2018-03-03,20:30:00,2,0.2222222222222222,0.44095855184409843,1,1,3
128,בני_יהודה,1,4,7,3,7.0,6,1,3,5,13,8,11,11,2,6,3,9,8,1,9,8,1,0,9,9,14,3.0,13,8,3,3,7,10,7,8,9,19,2,2,1,3,4,0,2,2,0,0,14,2,24,19,9,11,7,0,3,9,24,13,0,9,4,0,0,7,25,21,4,13,1,0,0,5.0,25.0,13.0,7.0,9.0,27.0,0.0,0.0,0,4,9,0,2.0,0,0,0,מכבי_נתניה,2017-12-09,16:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
129,בני_יהודה,1,1,5,0,0.0,0,0,0,7,2,0,0,1,0,0,6,1,5,0,0,0,0,0,3,1,8,0.0,0,0,0,1,9,2,17,8,0,1,0,0,0,0,4,0,0,1,0,0,6,0,1,5,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,17,0,0,0,0,2,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0,0,8,0,0.0,5,0,0,מכבי_נתניה,2017-12-09,16:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
130,באר_שבע,6,0,0,0,2.0,1,0,0,6,0,2,7,0,0,0,4,0,0,2,2,1,0,0,10,0,0,4.0,6,1,0,0,13,0,0,3,12,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,6,0,0,0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0,0,מכבי_נתניה,2017-12-17,20:30:00,1,0.1111111111111111,0.3333333333333333,1,1,3
131,באר_שבע,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_נתניה,2017-12-17,20:30:00,1,0.1111111111111111,0.3333333333333333,1,1,2
132,מכבי_נתניה,15,0,0,6,0.0,5,1,9,15,2,4,5,9,3,12,11,1,0,14,2,1,1,10,13,2,0,6.0,4,5,1,6,20,2,2,25,3,9,2,15,7,0,0,1,2,2,1,5,0,11,0,0,9,5,11,7,23,1,0,0,9,2,0,3,21,10,0,0,10,4,10,4,16,15.0,0.0,0.0,12.0,3.0,7.0,1.0,6.0,2,0,0,0,2.0,5,0,0,מכבי_תל_אביב,2018-01-09,21:00:00,2,0.2222222222222222,0.6666666666666666,2,0,0
133,מכבי_נתניה,42,18,14,6,14.0,34,28,1,71,29,37,14,41,52,5,38,12,5,16,7,15,19,1,44,10,17,29.0,9,43,39,4,104,44,17,41,29,31,54,6,17,3,2,3,5,3,20,2,21,131,82,25,42,14,38,74,7,71,23,1,4,7,65,98,1,138,59,14,36,9,32,142,6,172.0,117.0,26.0,249.0,29.0,38.0,176.0,3.0,68,53,2,1,5.0,0,14,1,מכבי_תל_אביב,2018-01-09,21:00:00,2,0.2222222222222222,0.6666666666666666,2,0,0
134,מכבי_נתניה,3,0,9,1,0.0,0,1,1,6,0,4,0,0,4,6,9,1,13,2,0,0,0,1,5,2,19,3.0,1,0,3,3,10,1,60,0,0,1,6,7,3,0,2,0,0,0,0,0,25,2,0,36,2,0,0,0,7,2,0,17,2,0,0,0,0,2,14,30,0,1,0,1,1,3.0,0.0,74.0,0.0,0.0,0.0,0.0,7.0,0,0,20,0,0.0,0,0,0,מכבי_תל_אביב,2018-05-07,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
135,מכבי_נתניה,14,2,0,10,2.0,2,1,2,35,3,23,5,9,5,1,14,0,0,10,0,0,0,0,30,3,0,30.0,2,0,4,2,29,3,0,22,2,18,6,3,10,1,0,9,0,2,0,1,0,92,8,0,31,5,0,7,1,28,0,0,13,0,0,0,0,53,10,0,25,2,0,11,2,324.0,53.0,32.0,18.0,9.0,5.0,0.0,10.0,14,0,0,3,0.0,0,0,6,מכבי_תל_אביב,2018-05-07,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
136,קרית_שמונה,6,27,10,4,0.0,10,6,35,44,78,2,0,19,8,78,15,32,10,2,0,19,1,30,21,48,8,8.0,0,5,6,48,60,81,16,24,0,13,7,97,3,10,5,1,0,0,2,12,16,76,171,37,2,0,12,7,194,26,62,37,2,0,15,1,103,64,125,5,4,0,8,5,158,64.0,175.0,23.0,13.0,0.0,15.0,2.0,187.0,44,16,3,1,0.0,0,5,47,מכבי_תל_אביב,2017-12-23,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
137,קרית_שמונה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2017-12-23,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
138,מכבי_תל_אביב,25,6,18,5,25.0,6,65,18,54,10,7,41,24,125,41,24,10,22,5,19,2,55,23,46,14,33,5.0,46,15,117,30,45,21,49,12,34,33,100,52,20,0,6,1,21,3,56,6,48,169,12,75,26,41,42,278,63,26,6,46,7,19,0,150,27,149,10,60,6,46,36,289,91,71.0,13.0,77.0,15.0,34.0,57.0,217.0,74.0,65,0,6,6,21.0,2,84,11,בני_יהודה,2018-01-28,20:30:00,3,0.3333333333333333,0.5,1,0,0
139,מכבי_תל_אביב,11,8,1,5,3.0,1,0,11,18,4,5,2,3,2,7,10,1,0,4,2,2,0,5,17,3,0,9.0,4,5,2,13,12,4,4,9,1,3,0,7,6,8,0,5,2,2,0,11,0,17,13,0,13,2,6,3,17,8,8,0,10,2,3,0,18,21,16,0,32,4,10,3,43,17.0,17.0,0.0,22.0,1.0,4.0,0.0,24.0,5,39,0,10,2.0,6,0,43,בני_יהודה,2018-01-28,20:30:00,3,0.3333333333333333,0.5,1,0,0
140,באר_שבע,1,21,42,0,40.0,9,9,5,87,26,7,54,4,28,24,44,8,27,4,18,1,11,5,61,15,41,3.0,27,3,15,22,94,26,43,4,69,6,21,37,20,9,16,0,2,0,3,6,44,69,16,51,20,54,0,30,12,32,7,42,2,18,0,11,0,56,23,59,22,27,0,20,88,65.0,21.0,87.0,10.0,69.0,0.0,20.0,11.0,36,32,47,0,2.0,0,3,2,מכבי_תל_אביב,2018-02-04,21:00:00,2,0.2222222222222222,0.6666666666666666,2,1,2
141,באר_שבע,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2018-02-04,21:00:00,2,0.2222222222222222,0.6666666666666666,2,0,0
142,באר_שבע,83,30,98,9,8.0,4,0,6,130,32,36,9,8,1,15,53,10,33,11,3,3,1,7,134,30,124,18.0,9,6,3,14,91,27,104,15,6,14,1,14,59,25,81,4,3,3,0,3,96,519,52,309,20,9,5,0,5,195,4,99,1,3,3,0,3,516,54,240,6,9,7,0,11,294.0,41.0,269.0,17.0,6.0,21.0,0.0,1.0,100,22,93,2,3.0,4,0,1,מכבי_תל_אביב,2018-04-09,21:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
143,באר_שבע,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2018-04-09,21:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
144,בני_יהודה,28,72,5,5,0.0,5,0,18,51,99,10,0,9,2,28,22,22,8,1,0,2,0,6,45,118,24,12.0,0,14,1,37,49,74,20,10,2,21,14,29,16,68,5,8,0,2,2,14,24,89,449,24,17,0,50,21,46,32,55,20,0,0,4,0,5,118,432,26,14,0,23,1,29,89.0,380.0,15.0,11.0,2.0,49.0,31.0,23.0,21,307,1,2,0.0,5,1,3,מכבי_תל_אביב,2018-04-21,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
145,בני_יהודה,7,0,1,0,0.0,0,1,1,19,1,0,1,0,4,0,4,0,0,0,0,0,0,0,11,0,1,0.0,1,0,4,0,14,3,2,1,2,2,8,1,1,0,1,0,1,0,1,0,0,10,0,0,0,1,0,10,0,5,0,0,0,0,0,0,0,11,0,1,0,1,0,4,0,10.0,0.0,4.0,0.0,2.0,0.0,15.0,0.0,0,0,0,0,1.0,0,5,0,מכבי_תל_אביב,2018-04-21,20:30:00,1,0.1111111111111111,0.3333333333333333,1,1,1
